Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
2020,08,25,5761.53,5552.49,5354.12,5214.32,5111.8,5137.32,5146.14,5158.69,5137.49,5223.04,5372.19,5666.39,5988.64,6445.22,6824.32,6992.84,6721.29,6276.35,5725.24,5331.35,5054.76,4857.8,4767.66,4636.48,4546.94,4519.91,4481.13,4514.28,4626.01,4780.55,4985.91,5211.28,5555.22,5957.18,6403.98,6780.71,7122.36,7357.08,7367.29,7235.19,7209.96,7113.96,6894.07,6698.79,6439.51,6292.18,6119.4,5863.57
2020,08,26,5629.18,5481.42,5347.36,5261.46,5155.02,5111.16,5070.49,5053.3,5092.56,5174.89,5332,5587.48,5961.31,6403.49,6740.58,6831.89,6538.75,6151.74,5749.2,5383.63,5095.02,4976.05,5003.48,4861.64,4809.11,4782.81,4780.91,4814.32,4866.61,4922.22,5143.32,5375.29,5624.37,5926.52,6317.5,6657.95,6961.51,7173.54,7293.43,7103,7010.72,6892.28,6756.75,6572.36,6314.95,6161.81,6042.56,5825.98
2020,08,27,5603.28,5390.9,5261.85,5134.21,5070.1,4994.8,4986.52,4982.49,4966.4,5050,5184.6,5476.63,5788.31,6182.91,6521.3,6604.27,6281.66,5832.18,5466.2,5148.77,4865.26,4700.17,4621.63,4564.51,4565.27,4673.99,4730.75,4715.82,4812.63,4960.15,5138.29,5331.4,5593.59,5938.28,6283.08,6543.58,6863.42,7123.86,7205.62,7089.42,7041.19,6913.96,6746.48,6543.46,6320.18,6158.06,5970.72,5785.12
2020,08,28,5525.44,5350.95,5186.93,5075.21,4985.19,4960.07,4956.82,4908.14,4965.73,5063.27,5164.46,5406.72,5678.78,6032.79,6368.56,6452.61,6211.18,5840.82,5466.48,5112.95,4878.59,4676.73,4565.45,4461.9,4450.25,4483.94,4473.88,4472.21,4603.91,4699.93,4886.18,5092.89,5385.39,5760.65,6126.51,6331.97,6525.28,6670.89,6720.22,6610.57,6570.42,6506.84,6359.79,6232.14,6050.32,5938.98,5831.91,5673.99
2020,08,29,5442.39,5247.1,5149.75,4997.12,4921.76,4870.52,4805.9,4815.45,4806.97,4849.9,4896.84,4978.29,5049.42,5185.82,5254.52,5352.61,5237.25,5088.9,4993.13,4814.06,4635.72,4598.14,4510.99,4421.56,4396.3,4341.48,4274.65,4255.56,4321.83,4499.99,4645.62,4834.19,5094.54,5428.32,5820.08,6079.78,6355.49,6489.06,6514.12,6393.98,6339.15,6245.47,6112.77,6007.82,5890.44,5826.87,5769.86,5612.14
2020,08,30,5413.35,5259.46,5077.57,4988.15,4930.33,4842.68,4766.23,4819.13,4777.1,4798.77,4773.92,4859.64,4915.64,4989.35,5042.34,5057.23,5089.9,5093.62,5061.21,4986.2,4862.99,4789.1,4752.23,4700.29,4714.65,4633.01,4600.29,4602.64,4658.2,4802.04,4993.73,5186.37,5382.96,5666.85,6037.07,6342.81,6610.85,6857.31,6922.66,6722.46,6619.84,6500.84,6337.08,6182.94,6038.74,5910.38,5781.33,5586.96
2020,08,31,5369.24,5247.95,5102.26,5035.47,4939.81,4896.87,4879.03,4917.58,5008.16,5031.89,5149.99,5402.65,5626.91,6006,6264.17,6372.24,6070.88,5712.15,5368.96,5084.77,4869.25,4669.57,4602.44,4548.14,4534.97,4582.83,4592.46,4657.58,4762.87,4962.77,5125.46,5326.15,5634.26,5951.54,6368.29,6607.3,6792.07,6867.28,6813.53,6650.98,6567.57,6524.72,6355.92,6182.65,6154.24,6203.25,5993.22,5698.29
2020,09,01,5264.13,5116.38,5028.46,4950.99,4921.02,4889.37,4896.82,4892.1,4995.03,5094.21,5326.79,5563.83,5875.7,6139.21,6200.98,5886.98,5513.58,5229.83,4938.56,4774.14,4687.82,4577.36,4539.84,4571.24,4623.58,4624.53,4720.47,4893.92,4995.63,5146.67,5334.71,5611.89,5969.27,6308.44,6536.35,6819.97,6918.01,6970.32,6850.1,6763.03,6672.41,6464.34,6270.52,6090.71,5954.87,5827.8,5613.87,
2020,09,02,5424.14,5212.18,5084.17,4978.99,4918.11,4890.41,4867.67,4850.39,4878.45,4977.44,5043.56,5231.89,5437.89,5695.32,5944.1,6010.6,5888.27,5640.06,5420.55,5332.81,5286.01,5129.89,5021.47,4934.6,4919.54,4905.48,4849.78,4825.43,4897.9,4962.37,5165.9,5392.16,5655.1,5987.13,6333.88,6559.56,6784.16,6960.7,6990.32,6828.85,6731.6,6631.84,6405.9,6213.69,6043.4,5897.97,5786.93,5582.85
2020,09,03,5383.76,5185.8,5098.39,4985.87,4892.44,4858.61,4874.14,4877.21,4881.12,4936.88,5022.3,5215.53,5449.12,5744.81,5990.66,6141.66,5991.83,5740.32,5509.16,5361.51,5181.18,5102.68,5128.72,5049.31,5127.11,5103.31,5071.79,5057.42,5102.82,5184.59,5349.14,5557.91,5769.99,6055.83,6320.01,6571.81,6820.37,6943.86,6951.53,6797.54,6716.56,6639.54,6433.7,6257.6,6071.44,5957.37,5821.17,5638.36
2020,09,04,5429.81,5235.75,5121.7,4995.02,4946.92,4884.56,4869.75,4852.49,4880.44,4929.43,5030.6,5215.69,5365.24,5635.89,5833.87,5974.97,5906.02,5770.34,5605.61,5470.05,5295.7,5116.19,4966.33,4863.84,4822.62,4841.87,4864.2,4873.65,4965.62,5150.24,5365.49,5496.53,5646.32,5915.59,6192.45,6384.56,6522.08,6650.21,6718.66,6614.18,6498.2,6401.6,6215.05,6132.83,5961.36,5906.54,5795.43,5609.43
2020,09,05,5421.19,5231.64,5069.67,4997.23,4925.51,4876.49,4831.5,4828.06,4814.16,4817.04,4873.63,4938.45,4993.22,5073.44,5073.97,5086.63,5002.36,4870.08,4747.06,4598.83,4525.2,4326.74,4251.32,4228.87,4205.28,4241.84,4263.56,4298.55,4398.8,4679.18,4846.94,5041.62,5285.57,5535.48,5918.25,6185.4,6384.01,6455.44,6470.35,6349.72,6299.6,6212.91,6071.96,5950.42,5809.1,5750.01,5687.11,5509.71
2020,09,06,5330.84,5177.76,5035.15,4947.33,4865.4,4787.73,4767.97,4778.73,4751.64,4804.65,4781.78,4870.13,4864.35,4874.17,4957.9,4972.98,4929.25,4829.51,4763.76,4783.55,4894.05,5025.08,4930.19,4761.14,4740.33,4795.97,4824.61,4774.61,4648.06,4728.99,4830.75,5031.18,5297.18,5528.18,5876.87,6177.74,6440.1,6560.62,6567.46,6462.56,6368.38,6282.68,6127.02,5990.48,5832.27,5741.1,5646.91,5438.73
2020,09,07,5250.43,5104.17,5004.38,4948.96,4890.69,4819.82,4799.91,4835.13,4825.43,4887.51,5018.38,5222.17,5384.92,5640.91,5803.04,5961.35,5828.62,5656,5503.75,5355.57,5240.36,5061.42,4980.73,4955.58,5048.3,5033.77,5045.18,5113.8,5285.86,5469.56,5660.95,5846.2,6082.53,6319.52,6576.51,6739.99,6939.55,7062.45,7063.68,6884.97,6745.05,6607.1,6430.53,6234.99,6055.16,5937.48,5745.27,5552.81
2020,09,08,5351.96,5183.54,5047.41,4951.8,4913.22,4858.02,4819.27,4793.09,4845.35,4861.06,5003.16,5227.06,5341.4,5770.78,5968.74,6057.88,5912.26,5626.34,5387.79,5211.69,5145.26,5025.66,5035.93,5040.61,5006.97,4969.67,4937.55,4993.5,5056.7,5188.89,5318.19,5423.95,5632.93,5944.52,6264.21,6528.99,6791.21,6959.55,7010.48,6895.23,6819.03,6704.19,6505.67,6302.98,6095.82,5954.58,5848.87,5622.96
2020,09,09,5431.75,5242.17,5123.34,5045.15,4915.06,4880.65,4855.4,4833.15,4872.85,4960.18,5032.89,5232.44,5415.72,5759.88,5962.3,6017.11,5942.31,5610.35,5355.24,5154.66,5027.31,4898.58,4816.11,4747.84,4740.67,4714.05,4747.83,4733.6,4853.25,4938.84,5079.97,5274.07,5573.51,5905.51,6224.15,6500.62,6728.21,6959.61,7019.21,6848.55,6752.21,6642.02,6443.89,6246.05,6059.01,5914.85,5785.64,5594.14
2020,09,10,5433.52,5234.66,5098.64,5003.07,4935.39,4885.46,4849.58,4890.87,4884.51,4951.12,5009.64,5213.66,5425.31,5755.55,5996.66,6184.09,6066.52,5825.58,5660.06,5627.48,5541.82,5563.74,5557.89,5558.79,5582.52,5581.67,5578.97,5672.65,5712.38,5790.3,5880.9,6026.09,6274.67,6500.64,6780.81,6973.29,7134.73,7261.86,7264.71,7080.85,6981.13,6856.48,6662.43,6426.64,6232.64,6074.03,5919.02,5682.39
2020,09,11,5512.16,5297.44,5132.8,5091.12,4968.28,4890.55,4874.54,4906.21,4924.16,4977.34,5049.7,5254,5466.2,5726.74,5944.72,6051.71,5904.22,5717.37,5483.07,5414.51,5321.31,5183.02,5112.39,5085.13,5043.61,4945.6,4928.8,4946.59,5012.12,5062.13,5222.64,5352.17,5612.85,5937.65,6268.47,6464.26,6601.07,6702.42,6820.98,6756.98,6653.34,6567.29,6394.36,6256.46,6087.86,6012.64,5888.94,5671.44
2020,09,12,5477.87,5250.27,5135.48,5065.1,4985.83,4913.82,4873.17,4854.27,4845.75,4898.04,4920.31,5007.19,5044.41,5110.74,5151.19,5138.49,5033.17,4904.42,4789.3,4731.86,4720.16,4519.18,4353.94,4291.27,4206.86,4138.95,4163.98,4132.77,4222.85,4339.33,4476.2,4747.94,5028.58,5389,5802.52,6063.61,6285.22,6453.98,6553.68,6401.61,6344.01,6241.22,6104.32,5963.77,5824.02,5789.67,5751.7,5554.1
2020,09,13,5367.86,5175.73,5024.31,4950.49,4860.61,4808.33,4774.23,4783.71,4753.4,4779.99,4814.58,4888.12,4862.94,4908.42,4898.13,4886.06,4824.32,4755.05,4674.11,4661.72,4632.27,4569.56,4481.38,4504.88,4564.9,4587.9,4554.79,4431.1,4400.44,4550.72,4735.19,4936.85,5178.4,5521.59,5917.74,6244.44,6424.53,6649.57,6705.88,6540.43,6442.75,6301.73,6151.42,6007.1,5817.86,5745.68,5671.65,5502.81
2020,09,14,5294.67,5172.3,5028.92,4939.91,4847.81,4792.89,4776.54,4799.42,4846.33,4924.38,5026.98,5210.11,5377.45,5677.82,5874.69,5922.02,5731.86,5415.62,5139.41,4995.93,4830.72,4687.53,4615.08,4590.25,4577.39,4585.31,4723.92,4863.96,4943.48,5096.14,5268.53,5494.73,5853.93,6172.3,6461.91,6684.18,6900.68,7062.02,7042.26,6828.72,6721.53,6619.42,6449.53,6245.23,6042.63,5913.29,5781.7,5589.41
2020,09,15,5418.38,5217.69,5102.65,5008.8,4953.46,4911.74,4876.24,4878.19,4921.05,4956.67,5083.69,5292.47,5460.66,5736.3,5883.06,5928.58,5716.11,5452.71,5243.73,5196.71,5041.51,4864.24,4755.12,4715.54,4711.88,4690.02,4708.6,4789.15,4869.81,5031.78,5202.89,5445.82,5776.25,6095.19,6415.26,6634.96,6865.51,7014.34,7076.06,6895.17,6812.23,6686.56,6469.89,6265.8,6048.99,5977.45,5795.75,5617.57
2020,09,16,5426.47,5276.15,5142.17,5016.06,4956.35,4926.74,4873.6,4881.15,4876.72,4976.61,5061.73,5265.35,5479.28,5776.7,5979.12,6170.71,6053.03,5811.98,5566.42,5281.62,5106.61,5109.88,5050.92,4947.71,4893.03,4927.63,4905.43,4936.61,5128.96,5233.51,5360.95,5598.68,5848.83,6104.71,6440.68,6601.22,6773.91,6960.53,7072.88,6840.72,6722.73,6613.93,6415.32,6255.1,6077.32,5925.02,5799.95,5649.33
2020,09,17,5436.29,5240.88,5102.28,5013.56,4960,4954.19,4916.66,4919.99,4906.29,5006.62,5098.91,5293.38,5463.19,5706.69,5814.48,5862.65,5716.14,5449.28,5239.01,5041.79,4949.89,4844.85,4761.71,4694.24,4725.8,4770.75,4819.39,4815.37,4957.77,5102.01,5285.44,5540.26,5817.54,6114.55,6457.9,6670.84,6871.64,7065.36,7118.55,6902.85,6824.46,6730.46,6552.6,6365.5,6152.16,6052.56,5920.46,5713.44
2020,09,18,5493.47,5335.66,5159.23,5076.85,5038.64,4970.42,4953.95,4980.17,4955.06,5051.22,5174.77,5331.86,5496.75,5736.85,5866.06,5926.26,5791.43,5547.97,5537.55,5395.09,5258.29,5107.82,5038.59,5010.24,4987.7,4939.54,5016.3,5124.57,5220.35,5353.38,5569.25,5727.77,6043.13,6320.25,6569.81,6682.45,6778.12,6884.76,6958.99,6749.41,6691.27,6561.05,6393.13,6279.78,6085.62,6041.11,5929.99,5724.39
2020,09,19,5527.72,5380.8,5248.38,5163.58,5059.49,4992.33,4958.84,4924.07,4943.05,4938.33,5001.21,5075.82,5058.01,5147.65,5160.3,5156.51,5105.34,5017.38,4976.05,4956.68,4826.34,4670.58,4564.7,4525.7,4492.42,4532.91,4525.41,4537.95,4608.34,4741.39,5012.03,5253.38,5541.74,5827.23,6180.66,6379.3,6470.77,6650.69,6640.8,6450.2,6370.5,6265.12,6126.47,6011.92,5893.69,5863.23,5797.92,5623.82
2020,09,20,5456.49,5288.99,5164.11,5055.05,4978.95,4932.25,4878.31,4894.3,4911.34,4906.72,4900.22,4988.52,5007.33,5024.5,5016.09,4958.11,4910.77,4913.98,4946.24,4966.95,4883.34,4698.59,4577.26,4498.79,4483.29,4475.09,4439.09,4497.22,4593.39,4747.86,4924.23,5168.39,5480.83,5756.66,6136.15,6381.37,6571,6777.15,6844.44,6647.98,6523.44,6399.81,6218.27,6118.26,5951.23,5903.29,5814.1,5632.52
2020,09,21,5379.8,5246.5,5118.35,5011.07,4951.34,4919.87,4927.79,4919.02,4939.23,5002.65,5072.04,5261.49,5381.97,5547.78,5640.72,5706.51,5589.17,5501.54,5430.64,5250.77,5129.75,5049.83,4949.19,4965.59,5010.74,5072.95,5138.19,5294.38,5384.74,5561.13,5800.47,6080.54,6388.41,6636.95,6940.71,7074.83,7175.74,7318.27,7349.26,7119.66,6979.99,6786.52,6627.12,6433.96,6240.18,6092.72,5936.71,5752.27
2020,09,22,5566.29,5394.98,5270.12,5154.95,5106.25,5050.65,5016.84,5005.03,5013.46,5084.65,5207.02,5367.54,5453.76,5659.47,5802.76,5964.55,5948.09,5845.29,5946.37,5808.2,5687.27,5608.79,5514.42,5361.65,5590.45,5748.51,5860.1,5958.46,6176.22,6365.31,6452.89,6490.88,6550.07,6692.58,6963.23,7086.8,7246.65,7427.7,7331.48,7210.78,7088.64,6918.8,6727.73,6558,6391.05,6231.06,6119.98,5868.81
2020,09,23,5633.5,5496.81,5372.97,5275.04,5210.24,5126.6,5098.63,5103.12,5103.24,5183.03,5264.53,5442.32,5588.55,5845.75,6062.23,6277.59,6389.94,6277.07,6203.09,6205.74,6116.13,6008.34,5866.7,5402.04,5309.17,5449.48,5829.78,5859.72,5980.2,5971.67,6066.81,6358.52,6482.44,6625.24,6859.79,6984.65,7148.41,7234.2,7277.04,7033.21,6963.57,6819.26,6613.88,6435.81,6223.86,6110.93,5970.13,5777.73
2020,09,24,5534.51,5363.85,5245.17,5134.59,5061.36,5034.23,4978.79,5005.64,4983.53,5029.87,5096.94,5263.68,5399.22,5598.92,5659.56,5679.89,5585.03,5516.11,5278.4,5104.52,4937.29,4783.61,4701.92,4706.47,4670.26,4690.36,4741.84,4845.05,4997.29,5185.7,5377.38,5666.94,5947.29,6231.17,6561.63,6703.02,6861.07,7061.58,7122.28,6939.42,6821.91,6694.4,6470.49,6280.66,6088.18,5992.7,5879.37,5684.03
2020,09,25,5435.83,5298.17,5140.93,5046.79,5029.84,4993.31,4947.75,4935.33,4927.99,4998.23,5090.51,5255.81,5367.19,5521.99,5532.3,5603.36,5482.62,5301.36,5195.27,5081.04,4969.04,4859.1,4814.03,4812.62,4866.19,4913.67,4991.64,5070.2,5237.23,5449.93,5664.48,5891.97,6149.02,6393.49,6689.04,6802.96,6911.7,6967.64,6975.81,6843.38,6741.14,6596.3,6400.18,6279.03,6138.06,6026.43,5933.18,5712.75
2020,09,26,5517.92,5382.94,5246.28,5143.91,5075.53,5000.66,4973.78,4984.43,4936.64,4942.5,4966.91,5059.86,5055.39,5026.09,4910.29,4888.09,4760.16,4655.02,4576.59,4417.96,4209.06,4077.11,4037.79,3994.69,3968.28,3972.31,4011.37,4043.52,4174.92,4353.7,4587.12,4865.99,5196.26,5558.43,5924.56,6166.28,6358.65,6544.69,6640.87,6537.02,6404.8,6308.68,6164.12,6059.52,5908.12,5849,5801.06,5592.32
2020,09,27,5424.02,5275.82,5151.11,5057.82,4983.73,4954.2,4914,4879.69,4893.24,4894.21,4944.74,5012.93,4994.92,5004.14,4837.18,4766.49,4540.61,4408.13,4251.66,4085.07,3994.54,3896.29,3771.37,3778.4,3748.24,3794.48,3787.82,3863.88,3960.15,4119.78,4408.44,4688.74,5050.16,5446.44,5903.06,6199.7,6392.07,6646.44,6667.7,6516.82,6506.05,6420.42,6252.8,6122.13,5973.29,5872.39,5778.08,5608.18
2020,09,28,5472.09,5288.11,5157.52,5036.77,4947.05,4929.89,4922.72,4919.37,4909.69,4977.39,5072.26,5238.37,5379.17,5529.27,5502.89,5532.77,5403.57,5219.6,5054.53,4885.66,4840.42,4836.62,4816.09,4783.7,4766.62,4777.56,4783.62,4789.06,4893.87,5014.48,5255.95,5459.91,5721.78,6001.41,6371.39,6564.24,6750.37,7017.56,6997.47,6811.04,6691.9,6599.82,6428.46,6306.35,6113.19,6009.14,5884.7,5725.94
2020,09,29,5483.98,5344.9,5207.46,5101.59,4998.7,4963.56,4956.5,4943.97,4899.17,5020.89,5125.06,5271.89,5419.89,5555.67,5610.69,5668,5535.13,5302.48,5212.07,5101.63,5085.84,5037.74,4910.57,4905.52,4865.73,4849.85,4844.63,4845.39,4936.52,5053.69,5115.94,5300.69,5614.69,5909.78,6258.44,6445.34,6693.01,6928.28,6998.75,6854.1,6746.23,6632.62,6433.26,6270.46,6122.7,5985.45,5881.36,5662.36
2020,09,30,5470.32,5346.25,5183.42,5096.47,5031.55,5011.19,4948.75,4953.81,4972.82,5070.67,5131.11,5326.38,5388,5614.42,5591.56,5551.93,5591.65,5485.53,5233.39,5119.46,5179.01,5095.99,5077.89,5107.92,5209.58,5317.99,5226.5,5130.15,5329.1,5518.03,5684.37,5859.93,5982.07,6174.56,6423.11,6697.62,6814.39,7015.75,7095.88,6895.98,6803.58,6638.82,6479.97,6354.59,6153.95,6082.94,5948.44,5774.9
2020,10,01,5419.66,5270.97,5190.43,5111.38,5062.59,5046.95,5056.1,5059.64,5100.31,5213.15,5392.72,5482.25,5643.76,5629.12,5615.22,5493.73,5337.12,5135.01,4999.93,4878.53,4751.97,4724.04,4633.32,4741.31,4828.04,4853.49,4977.58,5091.82,5226.69,5595.35,6025.8,6040.87,6291.45,6583.43,6684.76,6868.4,7042.88,7102.48,6934.08,6812.58,6662.57,6493.88,6307.72,6119.27,6000.05,5836.29,5681.93,
2020,10,02,5527.52,5344.16,5216.98,5087.93,5076.92,5048.09,5036.62,5023.99,5014.52,5070.83,5126.27,5316.52,5408.14,5492.49,5548.29,5514.1,5371.83,5293.46,5087.02,4927.4,4825.86,4713.36,4680.84,4650.95,4725,4738.26,4793.03,4818.35,4950.6,5172.21,5370.37,5684.27,6007.44,6332.34,6615.68,6733.74,6788.66,6898.03,6993.16,6888.59,6761.04,6677.47,6458.72,6315.45,6179.55,6114.24,6015.43,5806.67
2020,10,03,5590.2,5397.99,5257.68,5182.58,5107.03,5030.66,4966.06,4987.8,4989.12,5013.78,5055.47,5085.23,5058.43,5007.33,4924.45,4871.83,4871.25,4813.02,4812.58,4738.51,4624.49,4456.83,4421.77,4356.53,4318.34,4312.35,4372.17,4392.68,4534.47,4635.75,4858.79,5076.06,5382.79,5736.7,6110.37,6236.61,6360.34,6554.74,6627.37,6473.87,6367.53,6277.32,6122.83,6020.56,5915.11,5844.37,5790.22,5596.31
2020,10,04,5394.64,5239.23,5162.81,5073.5,4995.08,4964.14,4960.55,4928.55,4907.55,4902.47,4972.12,4972.78,4953.3,4857.96,4768.77,4741.98,4672.53,4598.57,4601.12,4490.93,4350.33,4211.91,4076.28,3957.38,3930.96,3940.99,3921.39,4020.88,4169.41,4319.09,4560.64,4843.16,5187.73,5519.98,5944.42,6216.88,6411.33,6600.01,6671.59,6478.1,6371.68,6286.76,6136.05,6008.38,5886.9,5816.73,5752.85,5603.02
2020,10,05,5417.84,5287.6,5116.04,5023.59,4970.64,4946.84,4917.95,4891.16,4895.17,4895.9,4906.23,4971.59,4953.4,4910.56,4800.9,4787.81,4707.61,4592.8,4512.43,4485.21,4450.86,4361.92,4311.47,4300.33,4308.12,4322.62,4331.23,4392.62,4525.2,4662.22,4880.26,5141.29,5479.07,5863.93,6214.07,6446.28,6629.82,6894.95,6982.02,6731.18,6639.24,6531.64,6367.24,6231.46,5987.96,5878,5758.18,5620.06
2020,10,06,5435.05,5264.06,5129,5068.77,4997.94,5002.34,4938,4945.16,4973.96,5052.69,5151.15,5314.05,5411.71,5599.99,5764.33,5899.43,5780.12,5670.96,5612.39,5526.6,5448.3,5358.84,5274.2,5196.84,5140.76,5128.49,5119.57,5117.19,5139.25,5269.67,5414.43,5677.73,6013.77,6298.05,6630.33,6848.54,6965.55,7097.38,7155.94,6994.17,6872.2,6732.55,6522.57,6397.37,6178.18,6014.55,5905.11,5739.15
2020,10,07,5518.51,5365.27,5253.77,5189.7,5147.31,5125.68,5083.28,5055.6,5059.55,5122.24,5199.12,5348.19,5456.69,5627.78,5682.12,5761.02,5605.56,5423.79,5354.3,5475.23,5351.34,5195.64,5167.07,5063.57,5024.63,5027.4,5077.83,5069.64,5151.43,5298.2,5481.81,5680.44,6006.18,6314.57,6611.75,6808.76,6976.72,7177.9,7265.57,7048.91,6967.33,6843.19,6642.83,6472.22,6257.79,6182.75,6072.73,5867.75
2020,10,08,5611.56,5431.57,5296.24,5206.42,5150.87,5149.68,5126.94,5115.41,5103.51,5189.9,5283.44,5449.47,5530.92,5701.13,5809.44,5863.16,5665,5385.11,5227.48,5131.18,5045.66,4918.75,4836.19,4739.94,4783.71,4853.12,5015.57,5147.5,5267.21,5597.22,5833.38,5853.43,6027.19,6349.86,6689.78,6870.41,7090.11,7234.9,7343.38,7156.44,7043.19,6882.31,6679.31,6522.86,6331.73,6230.7,6098.43,5876.38
2020,10,09,5611.51,5467.83,5319.65,5228.56,5214.53,5152.92,5136.41,5137.2,5174.98,5207.37,5319.75,5455.48,5579.5,5736.42,5791.23,5804.55,5682.57,5491.45,5334.89,5180.14,5041.99,4927.14,4990.48,5015.76,5131.69,5186.76,5253.49,5391.74,5522.82,5673.56,6023.55,6279.67,6575.47,6764.9,6935.01,7033.13,7068.54,7127.55,7196.95,7025.09,6913.27,6748.55,6555.56,6443.08,6297.03,6229.6,6055.2,5886.93
2020,10,10,5673.91,5457.44,5353.77,5279.04,5201.95,5182.51,5181.45,5137.76,5156.26,5145.32,5196.99,5243.61,5208.83,5096.6,5003.47,4970.97,4834.37,4745.17,4644.36,4543.01,4439.31,4317.61,4308.17,4276.48,4319.46,4330.24,4381.02,4475.14,4639.69,4781.31,4952.85,5204.63,5485.01,5800.26,6136.8,6344.77,6525.22,6693.05,6788.55,6630.25,6528.19,6468.61,6308.75,6155.15,6035.17,5957.32,5864.61,5683.99
2020,10,11,5497.33,5363.2,5260.1,5135.75,5102.74,5030.71,4963.33,4968.77,4990.29,4974.74,4996.21,4992.85,4904.29,4858.62,4739.23,4639.74,4535.46,4475.1,4524.11,4434.8,4429.2,4365.38,4316.18,4275.39,4273.74,4315.92,4358.59,4404.04,4478.12,4660.6,4888.03,5135.43,5454.67,5855.05,6219.33,6515.99,6670.12,6757.05,6840.28,6693.33,6598.92,6472.24,6330.58,6168.13,5987.49,5900.74,5783.09,5577.24
2020,10,12,5396.92,5249.38,5164.61,5069.81,5012.33,5002.54,4981.44,4979.86,4999.2,5074.07,5179.59,5305.24,5437.43,5606.36,5786.71,6032.26,5897.93,5829.65,5770.8,5730.84,5605.24,5568.2,5656.5,5625.35,5503.4,5461.67,5339.06,5428.94,5439.33,5577.39,5601.45,5785.28,6106,6402.49,6685.85,6902.69,7095.89,7190.04,7335.56,7105.65,6966.26,6842.21,6626.82,6415.03,6213.08,6069.9,5916.23,5692.59
2020,10,13,5515.08,5348.76,5196.11,5103.14,5049.92,5068.41,5005.76,5021.46,5004.95,5100.26,5210.33,5348.34,5463.19,5596.32,5708.72,5736.96,5594.39,5352.21,5252.72,5157.11,5077.92,5050.9,5109.7,5135.98,5138.29,5148.14,5203.27,5329.36,5478.55,5709.14,5825.1,5868.28,6107.23,6360.95,6600.77,6789.01,6949.95,7120.69,7265.39,7078.28,6946.69,6814.99,6559.03,6393.23,6202.82,6046.16,5910.6,5706.62
2020,10,14,5518.53,5343.9,5238.54,5154.55,5127.93,5097.13,5054.88,5082.93,5069.14,5118.04,5214.91,5357.62,5455.67,5623.01,5773.4,5960.52,5783.88,5609.77,5609.72,5577.18,5399.65,5311.48,5231.61,5245.45,5418.44,5528.99,5440.03,5370.54,5391.26,5462.21,5614.96,5721.07,5930.84,6159.11,6544.26,6755.85,6918.03,6995.06,7088.54,6957.72,6868.49,6691.87,6496.08,6362.34,6150.59,6031.63,5892.58,5675.87
2020,10,15,5445.08,5313.44,5169.31,5118.64,5074.58,5012.77,5014.07,5024.09,5066.05,5128.83,5180.35,5328.83,5417.47,5605.72,5671.84,5710.27,5577.47,5418.64,5253.65,5192.62,5122.82,5051.31,5014.62,4949.5,4872.47,4855.53,4880.65,4914,5033.38,5184.86,5339.92,5572.9,5874.24,6225.68,6574.21,6663.12,6856.34,6987.98,7114.2,6927.04,6827.74,6702.92,6556.57,6338.99,6164.7,6026.12,5904.79,5663.25
2020,10,16,5440.55,5300.46,5172.33,5089.47,5039.85,5005.42,4994.07,5007.8,5019.38,5085.72,5143.31,5283.45,5407.12,5465,5550.2,5544.4,5396.05,5222.25,5049.19,4955.44,4831.32,4740.66,4723.34,4676.9,4719.64,4764.94,4814.28,4938.84,5053.52,5241.14,5476.83,5661.5,6022.84,6376.85,6681.72,6749.29,6774.82,6885.17,7003.18,6830.66,6720.31,6671.42,6475.07,6307.79,6171.96,6081.57,5927.23,5748.91
2020,10,17,5539.7,5383.71,5259.64,5156.47,5121.09,5062.54,5032.23,5009.34,5006.49,5030.15,5068.79,5105.84,5029.96,5008.79,4983.8,4930.33,4892.52,4965.95,4898.21,4760.31,4584.17,4482.63,4390.18,4344.92,4328.07,4321.68,4387.89,4594.93,4822.18,4858.18,5032.81,5240.98,5484.37,5871.84,6236.57,6433.73,6493.53,6636.22,6638.37,6551.72,6571.52,6478.87,6251.36,6137.76,6023.94,5941.12,5829.02,5635.48
2020,10,18,5479.43,5302.57,5188.55,5102.1,5040.35,5011.64,4957.34,4912.18,4890.04,4933.75,4966.79,4956.76,4875.42,4801.27,4652.68,4593.44,4550.89,4436.91,4368.81,4274.76,4170.33,4134.18,4131.04,4121.38,4226.97,4339.19,4533.56,4623.15,4724.93,4794.77,5130.67,5336.2,5686.42,6031.45,6343.09,6569.81,6706.77,6875.43,6960.09,6778.49,6610.86,6563.44,6429.81,6255.87,6059.41,5923.3,5850.61,5628.88
2020,10,19,5456.58,5336.7,5186.54,5096.38,5063.13,5070.01,5044.58,5013.76,5036.48,5080.03,5180.29,5306,5385.44,5528.77,5574.17,5653.01,5513.24,5328.61,5101.75,5012.23,4953.08,4938.6,4960.54,5051.97,5210.71,5296.36,5277.17,5435.25,5568.26,5767.78,5966.61,6195.67,6484.98,6712.34,6957.78,7112.33,7231.81,7324.31,7430.91,7252.03,7125.65,6981.27,6752.63,6541.38,6315.24,6192.17,6039.66,5811.22
